Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,SubLabel
172.16.0.1-192.168.10.50-60614-80-6,172.16.0.1,60614,192.168.10.50,80,6,5/7/17 11:11,14718950,8,6,454,11632,454,0,56.75,160.5132393,5792,0,1938.666667,2544.918912,821.1183542,0.951154804,1132226.923,2925792,9714356,32,9716992,1388141.714,3671861.989,9715142,194,14700000,2943783.6,4361046.506,9714356,47,0,0,0,0,264,200,0.543517031,0.407637773,0,5792,805.7333333,1800.826297,3242975.352,0,0,0,1,0,0,0,0,0,863.2857143,56.75,1938.666667,0,0,0,0,0,0,8,454,6,11632,29200,235,1,32,946,0,946,946,9714356,0,9714356,9714356,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-38790-80-6,172.16.0.1,38790,192.168.10.50,80,6,5/7/17 11:13,10888327,8,5,407,11632,407,0,50.875,143.89623,7288,0,2326.4,3351.290617,1105.679504,1.193939161,907360.5833,2126928.366,5886529,13,5889279,841325.5714,2225128.638,5887443,206,10900000,2722078.5,3163336.823,5886529,160,0,0,0,0,264,168,0.734731791,0.45920737,0,7288,859.9285714,2180.300772,4753711.456,0,0,0,1,0,0,0,0,0,926.0769231,50.875,2326.4,0,0,0,0,0,0,8,407,5,11632,29200,235,1,32,866,0,866,866,5886529,0,5886529,5886529,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-35613-50300-6,172.16.0.1,35613,192.168.10.50,50300,6,7/7/17 2:52,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-47378-22-6,172.16.0.1,47378,192.168.10.50,22,6,4/7/17 2:20,11726931,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,405.3063841,4.263690133,239325.1224,620777.0146,2080423,4,9786427,543690.3889,890596.7994,2139080,339,11700000,390894.8,759392.6971,2080423,4,0,0,0,0,616,1000,1.620202251,2.643487883,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
192.168.10.14-104.88.46.214-50118-443-6,192.168.10.14,50118,104.88.46.214,443,6,3/7/17 9:15,115548038,25,27,871,21140,399,0,34.84,87.66350438,2920,0,782.962963,890.732347,190.4922003,0.450029277,2265647.804,4159743.705,10042973,13,115548038,4814501.583,5003061.818,10043077,48,110453184,4248199.385,5048915.731,10065970,48,0,0,0,0,512,684,0.216360229,0.233669048,0,2920,415.3018868,737.1190955,543344.561,0,0,0,1,0,0,0,0,1,423.2884615,34.84,782.962963,0,0,0,0,0,0,25,871,27,21140,8192,980,24,20,34564.41667,36820.4113,151305,22860,9594434.75,1424336.104,10042973,5071725,Normal,Normal
172.16.0.1-192.168.10.50-57714-21-6,172.16.0.1,57714,192.168.10.50,21,6,4/7/17 10:01,9164167,9,15,109,188,23,0,12.11111111,9.790868762,34,0,12.53333333,14.54975045,32.4088376,2.618895967,398442.0435,1044596.374,3378699,30,5921894,740236.75,1390934.552,3419816,181,9164045,654574.6429,1290765.372,3378699,48,0,0,0,0,296,488,0.982085988,1.63680998,0,34,11.88,12.71259218,161.61,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-46504-22-6,172.16.0.1,46504,192.168.10.50,22,6,4/7/17 2:11,12585232,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,377.6648694,4.2112851,242023.6923,646579.0442,2162532,4,10500000,554243.0526,927399.729,2205957,798,12600000,393285.75,791555.4658,2162532,4,0,0,0,0,648,1064,1.589164189,2.622120911,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
172.16.0.1-192.168.10.50-54340-21-6,172.16.0.1,54340,192.168.10.50,21,6,4/7/17 9:36,2,2,0,14,0,14,0,7,9.899494937,0,0,0,0,7000000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,64,0,1000000,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-56256-80-6,172.16.0.1,56256,192.168.10.50,80,6,5/7/17 9:53,102646229,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.81338111,0.165617385,6415389.313,13200000,51300000,77,103000000,7895857.846,14300000,51300000,257,103000000,51300000,28000000,71200000,31500000,0,0,0,0,456,100,0.136390787,0.029226597,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203820,4530143.233,6407115,525,19200000,18800000,51300000,5836909,Attack,DOS slowloris
172.217.11.2-192.168.10.16-443-54530-6,172.217.11.2,443,192.168.10.16,54530,6,3/7/17 9:06,10046,3,1,38,6,38,0,12.66666667,21.93931023,6,6,6,0,4379.852678,398.1684252,3348.666667,5736.069851,9972,4,10046,5023,7097.93787,10042,4,0,0,0,0,0,1,0,0,0,96,20,298.6263189,99.54210631,0,38,16.4,19.86957473,394.8,0,1,0,0,1,0,0,0,0,20.5,12.66666667,6,0,0,0,0,0,0,3,38,1,6,349,0,0,32,0,0,0,0,0,0,0,0,Normal,Normal
172.16.0.1-192.168.10.50-54174-80-6,172.16.0.1,54174,192.168.10.50,80,6,5/7/17 9:49,3003578,3,0,0,0,0,0,0,0,0,0,0,0,0,0.998808754,1501789,709943.6936,2003795,999783,3003578,1501789,709943.6936,2003795,999783,0,0,0,0,0,0,0,0,0,120,0,0.998808754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,Attack,DOS slowloris
172.16.0.1-192.168.10.50-48974-22-6,172.16.0.1,48974,192.168.10.50,22,6,4/7/17 2:36,11294789,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,420.8135274,4.692429403,217207.4808,594499.7203,2319246,18,9914542,495727.1,886495.3464,2378932,496,11300000,364343.5484,738599.8867,2319246,18,0,0,0,0,680,1032,1.85926448,2.833164922,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
192.168.10.8-205.174.165.73-1260-444-6,192.168.10.8,1260,205.174.165.73,444,6,6/7/17 3:31,69483113,20,20,3734,120,705,6,186.7,226.9546906,6,6,6,0,55.46671462,0.575679446,1781618.282,8982985.218,55000000,33,69500000,3656979.632,12800000,55000000,545,69500000,3656980.316,12800000,55000000,574,1,0,0,0,400,400,0.287839723,0.287839723,6,705,94.87804878,180.8824473,32718.45976,0,1,0,0,1,0,0,0,1,97.25,186.7,6,0,0,0,0,0,0,20,3734,20,120,255,1452,19,20,567480,12679.8388,576446,558514,33900000,29900000,55000000,12800000,Attack,Malware Infiltration
172.16.0.1-192.168.10.50-58354-5859-6,172.16.0.1,58354,192.168.10.50,5859,6,7/7/17 2:55,50,1,1,0,6,0,0,0,0,6,6,6,0,120000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20000,20000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-43262-80-6,172.16.0.1,43262,192.168.10.50,80,6,5/7/17 11:18,5002837,8,6,400,11632,400,0,50,141.4213562,5792,0,1938.666667,2544.918912,2405.035383,2.798412181,384833.6154,1386729.1,5000147,47,2690,384.2857143,295.5033639,1008,182,5002780,1000556,2236771.238,5001814,47,0,0,0,0,264,200,1.599092675,1.199319506,0,5792,802.1333333,1801.63346,3245883.124,0,0,0,1,0,0,0,0,0,859.4285714,50,1938.666667,0,0,0,0,0,0,8,400,6,11632,29200,235,1,32,0,0,0,0,0,0,0,0,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-55968-21-6,172.16.0.1,55968,192.168.10.50,21,6,4/7/17 9:48,8886433,9,15,110,188,24,0,12.22222222,9.934507761,34,0,12.53333333,14.54975045,33.5342651,2.700746182,386366.6522,1006688.272,3160459,3,5804023,725502.875,1350800.4,3203575,273,8886315,634736.7857,1243084.769,3160459,3,0,0,0,0,296,488,1.012779818,1.687966364,0,34,11.92,12.75055554,162.5766667,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-64299-37-6,172.16.0.1,64299,192.168.10.50,37,6,7/7/17 2:52,64,1,1,2,6,2,2,2,0,6,6,6,0,125000,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,15625,15625,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,Attack,Port Scan
192.168.10.8-205.174.165.73-54119-444-6,192.168.10.8,54119,205.174.165.73,444,6,6/7/17 2:34,119992821,2252,2250,929308,13500,1272,6,412.6589698,304.9632397,6,6,6,0,7857.203391,37.51891124,26659.14708,478609.8093,30300000,1,120000000,53306.45091,676742.9543,30300000,113,120000000,53339.03112,676148.0116,30300000,476,0,0,0,0,45040,45000,18.76778945,18.75112179,6,1272,209.3746391,296.4006569,87853.3494,0,0,0,0,1,0,0,0,0,209.4211462,412.6589698,6,0,0,0,0,0,0,2252,929308,2250,13500,3294,3294,2251,20,34300000,11400000,42400000,26200000,19400000,15500000,30300000,8400626,Attack,Malware Infiltration
172.16.0.1-192.168.10.50-45550-80-6,172.16.0.1,45550,192.168.10.50,80,6,5/7/17 11:19,11686976,7,4,488,11632,488,0,69.71428571,184.4466628,11632,0,2908,5816,1037.051843,0.941218669,1168697.6,2493622.623,6683483,0,6691683,1115280.5,2730282.895,6688447,0,11700000,3895653,3475098.901,6683483,2275,0,0,0,0,232,136,0.598957335,0.342261334,0,11632,1010,3348.003041,11200000,0,0,0,1,0,0,0,0,0,1101.818182,69.71428571,2908,0,0,0,0,0,0,7,488,4,11632,29200,235,1,32,2292,0,2292,2292,6683483,0,6683483,6683483,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-54590-21-6,172.16.0.1,54590,192.168.10.50,21,6,4/7/17 9:38,282,2,1,14,0,14,0,7,9.899494937,0,0,0,0,49645.39007,10638.29787,141,39.59797975,169,113,282,282,0,282,282,0,0,0,0,0,1,0,0,0,64,20,7092.198582,3546.099291,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-56020-21-6,172.16.0.1,56020,192.168.10.50,21,6,4/7/17 9:48,10075654,9,15,105,188,22,0,11.66666667,9.300537619,34,0,12.53333333,14.54975045,29.07999818,2.381979373,438071.913,1140830.68,3603440,3,6879742,859967.75,1592798.665,3645854,4,10100000,719684.2143,1408645.242,3603440,3,0,0,0,0,296,488,0.893242265,1.488737108,0,34,11.72,12.58808961,158.46,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
192.168.10.14-69.172.216.111-49719-443-6,192.168.10.14,49719,69.172.216.111,443,6,3/7/17 9:06,15187,2,0,12,0,6,6,6,0,0,0,0,0,790.1494699,131.6915783,15187,0,15187,15187,15187,15187,0,15187,15187,0,0,0,0,0,0,0,0,0,40,0,131.6915783,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Normal,Normal
172.16.0.1-192.168.10.50-40328-80-6,172.16.0.1,40328,192.168.10.50,80,6,5/7/17 11:17,26152406,2,0,0,0,0,0,0,0,0,0,0,0,0,0.076474799,26200000,0,26200000,26200000,26200000,26200000,0,26200000,26200000,0,0,0,0,0,0,0,0,0,64,0,0.076474799,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0,0,0,0,26200000,0,26200000,26200000,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-56138-21-6,172.16.0.1,56138,192.168.10.50,21,6,4/7/17 9:50,230,2,1,14,0,14,0,7,9.899494937,0,0,0,0,60869.56522,13043.47826,115,93.33809512,181,49,230,230,0,230,230,0,0,0,0,0,1,0,0,0,64,20,8695.652174,4347.826087,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-47218-22-6,172.16.0.1,47218,192.168.10.50,22,6,4/7/17 2:18,11755150,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,404.3334198,4.508662161,226060.5769,621907.7725,2664929,3,9049683,452484.15,796997.7675,2101155,331,11800000,379193.7419,773043.7449,2664929,3,0,0,0,0,680,1032,1.786451045,2.722211116,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
172.16.0.1-192.168.10.50-35508-80-6,172.16.0.1,35508,192.168.10.50,80,6,5/7/17 11:12,11130549,5,4,401,3525,401,0,80.2,179.3326518,3525,0,881.25,1762.5,352.722943,0.808585453,1391318.625,2592886.023,6126166,4,6128786,1532196.5,3063617.012,6127622,4,11100000,3710175,3260800.194,6126166,1168,0,0,0,0,168,136,0.44921414,0.359371312,0,3525,392.6,1107.804556,1227230.933,0,0,0,1,0,0,0,0,0,436.2222222,80.2,881.25,0,0,0,0,0,0,5,401,4,3525,29200,235,1,32,1192,0,1192,1192,6126166,0,6126166,6126166,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-39974-80-6,172.16.0.1,39974,192.168.10.50,80,6,5/7/17 11:17,10593875,7,6,369,11632,369,0,52.71428571,139.4688905,5792,0,1938.666667,2544.918912,1132.824391,1.227124164,882822.9167,2064840.941,5588257,14,5591561,931926.8333,2281967.271,5589973,19,10600000,2118764.8,2908226.207,5588257,14,0,0,0,0,232,200,0.660759165,0.566364999,0,5792,857.2142857,1856.016503,3444797.258,0,0,0,1,0,0,0,0,0,923.1538462,52.71428571,1938.666667,0,0,0,0,0,0,7,369,6,11632,29200,235,1,32,725,0,725,725,5588257,0,5588257,5588257,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-33262-3006-6,172.16.0.1,33262,192.168.10.50,3006,6,7/7/17 2:55,25,1,1,0,6,0,0,0,0,6,6,6,0,240000,80000,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,40000,40000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-57146-21-6,172.16.0.1,57146,192.168.10.50,21,6,4/7/17 9:57,256,2,1,14,0,14,0,7,9.899494937,0,0,0,0,54687.5,11718.75,128,12.72792206,137,119,256,256,0,256,256,0,0,0,0,0,1,0,0,0,64,20,7812.5,3906.25,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-39583-143-6,172.16.0.1,39583,192.168.10.50,143,6,7/7/17 3:22,73,1,1,2,6,2,2,2,0,6,6,6,0,109589.0411,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-47384-22-6,172.16.0.1,47384,192.168.10.50,22,6,4/7/17 2:20,12455132,21,31,2008,2745,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,381.6097654,4.174985861,244218.2745,650026.411,2199812,4,10200000,510583.4,891601.7789,2232290,251,12500000,415167.9,809512.8561,2199812,4,0,0,0,0,680,1000,1.686051982,2.488933879,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
172.16.0.1-192.168.10.50-48290-22-6,172.16.0.1,48290,192.168.10.50,22,6,4/7/17 2:29,42,1,1,0,0,0,0,0,0,0,0,0,0,0,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
172.217.12.206-192.168.10.14-80-49584-6,192.168.10.14,49584,172.217.12.206,80,6,3/7/17 9:06,113618344,20,17,1798,2996,427,0,89.9,172.9337871,746,0,176.2352941,325.7812781,42.1938908,0.325651639,3156065.111,4561797.789,10063908,54,113581487,5977973,4796260.998,10100566,132,113580774,7098798.375,4433116.231,10133815,20313,0,0,0,0,412,472,0.176027913,0.149623726,0,746,126.1578947,252.0827327,63545.70413,0,0,0,1,0,0,0,0,0,129.5675676,89.9,176.2352941,0,0,0,0,0,0,20,1798,17,2996,8192,368,19,20,431458.0909,864405.8828,2500120,36657,9894131.636,499032.8327,10063908,8392008,Normal,Normal
