Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,SubLabel
172.16.0.1-192.168.10.50-56254-80-6,172.16.0.1,56254,192.168.10.50,80,6,5/7/2017 9:53,3000665,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999778382,1500332.5,711955.4124,2003761,996904,3000665,1500332.5,711955.4124,2003761,996904,0,0,0,0,0,0,0,0,0,120,0,0.999778382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,Attack,DOS slowloris
172.16.0.1-192.168.10.50-53902-80-6,172.16.0.1,53902,192.168.10.50,80,6,5/7/2017 10:07,100001855,2,2,16,0,8,8,8,0,0,0,0,0,0.159997032,0.039999258,33300000,57700000,100000000,37,100000000,100000000,0,100000000,100000000,100000000,100000000,0,100000000,100000000,1,0,0,0,64,64,0.019999629,0.019999629,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,0,0,0,0,0,0,2,16,2,0,229,235,1,32,72,0,72,72,100000000,0,100000000,100000000,Attack,DOS slowloris
172.16.0.1-192.168.10.50-54636-21-6,172.16.0.1,54636,192.168.10.50,21,6,4/7/2017 9:38,230,2,1,14,0,14,0,7,9.899494937,0,0,0,0,60869.56522,13043.47826,115,38.18376618,142,88,230,230,0,230,230,0,0,0,0,0,1,0,0,0,64,20,8695.652174,4347.826087,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-53976-80-6,172.16.0.1,53976,192.168.10.50,80,6,5/7/2017 9:58,99999038,2,2,16,0,8,8,8,0,0,0,0,0,0.160001539,0.040000385,33300000,57700000,100000000,7,100000000,100000000,0,100000000,100000000,100000000,100000000,0,100000000,100000000,1,0,0,0,64,64,0.020000192,0.020000192,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,0,0,0,0,0,0,2,16,2,0,229,235,1,32,7,0,7,7,100000000,0,100000000,100000000,Attack,DOS slowloris
192.168.10.9-192.229.163.213-1208-443-6,192.168.10.9,1208,192.229.163.213,443,6,03/07/2017 09:13:59,397,3,0,58,0,46,6,19.3333333333333,23.094010767585,0,0,0,0,146095.717884131,7556.67506297229,198.5,45.9619407771256,231,166,397,198.5,45.9619407771256,231,166,0,0,0,0,0,0,0,0,0,60,0,7556.67506297229,0,6,46,16,20,400,0,0,0,0,1,0,0,0,0,21.3333333333333,19.3333333333333,0,0,0,0,0,0,0,3,58,0,0,1217,-1,2,20,0,0,0,0,0,0,0,0,Normal,Normal
172.16.0.1-192.168.10.50-58438-80-6,172.16.0.1,58438,192.168.10.50,80,6,5/7/2017 10:00,102652350,14,3,2541,6,231,0,181.5,98.36333745,6,0,2,3.464101615,24.81190153,0.165607509,6415771.875,13200000,51300000,53,103000000,7896330.538,14400000,51300000,191,103000000,51300000,28200000,71300000,31400000,0,0,0,0,456,100,0.136382655,0.029224855,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3207019,4534614.977,6413476,562,19200000,18800000,51300000,5709077,Attack,DOS slowloris
172.16.0.1-192.168.10.50-54130-21-6,172.16.0.1,54130,192.168.10.50,21,6,4/7/2017 9:34,267,2,1,14,0,14,0,7,9.899494937,0,0,0,0,52434.45693,11235.95506,133.5,106.773124,209,58,267,267,0,267,267,0,0,0,0,0,1,0,0,0,64,20,7490.636704,3745.318352,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
192.168.10.16-35.164.147.83-46210-443-6,192.168.10.16,46210,35.164.147.83,443,6,03/07/2017 09:15:12,115723685,35,37,898,39417,524,0,25.6571428571429,96.3238846616068,2896,0,1065.32432432432,999.119752972976,348.372936793363,0.622171684214861,1629911.05633803,3685421.72970609,10169578,1,115723685,3403637.79411765,4809626.96173303,10256040,55,112849972,3134721.44444444,4771826.26063342,10254833,44,0,0,0,0,1128,1192,0.302444568715557,0.319727115499303,0,2896,552.260273972603,881.938112394724,777814.834094368,0,0,0,1,0,0,0,0,1,559.930555555556,25.6571428571429,1065.32432432432,0,0,0,0,0,0,35,898,37,39417,29200,123,4,32,117011.545454545,104132.359920789,430974,85176,10142092,46374.240983546,10169578,10003055,Normal,Normal
172.16.0.1-192.168.10.50-49536-22-6,172.16.0.1,49536,192.168.10.50,22,6,4/7/2017 2:42,100,1,1,0,0,0,0,0,0,0,0,0,0,0,20000,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10000,10000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
172.16.0.1-192.168.10.50-35676-80-6,172.16.0.1,35676,192.168.10.50,80,6,5/7/2017 11:12,11525354,8,5,294,11632,294,0,36.75,103.9446968,7288,0,2326.4,3351.290617,1034.762143,1.127948001,960446.1667,2032225.816,5522272,73,6524978,932139.7143,2058366.682,5523028,238,10500000,2631345.75,3045030.42,5522272,127,0,0,0,0,272,168,0.694121846,0.433826154,0,7288,851.8571429,2182.314715,4762497.516,0,0,0,1,0,0,0,0,0,917.3846154,36.75,2326.4,0,0,0,0,0,0,8,294,5,11632,29200,235,1,32,1001249,0,1001249,1001249,5522272,0,5522272,5522272,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-41896-80-6,172.16.0.1,41896,192.168.10.50,80,6,5/7/2017 11:18,107457233,2,1,446,6,446,0,223,315.3696244,6,6,6,0,4.206324576,0.027918083,53700000,76000000,107000000,48,107000000,107000000,0,107000000,107000000,0,0,0,0,0,0,0,0,0,64,20,0.018612056,0.009306028,0,446,113,222.0180173,49292,0,0,0,0,1,0,0,0,0,150.6666667,223,6,0,0,0,0,0,0,2,446,1,6,410,0,1,32,0,0,0,0,107000000,0,107000000,107000000,Attack,DOS goldeneye
192.168.10.14-52.44.158.240-49750-443-6,192.168.10.14,49750,52.44.158.240,443,6,03/07/2017 09:06:43,5955326,8,7,385,4488,204,0,48.125,75.6579473684027,1460,0,641.142857142857,693.251861055665,818.259151556103,2.51875380121928,425380.428571429,1500825.55940157,5638700,1,5955326,850760.857142857,2111770.98007458,5638700,3,185156,30859.3333333333,52918.288550053,130188,1,0,0,0,0,172,152,1.34333536065028,1.175418440569,0,1460,304.5625,537.618324185477,289033.4625,0,0,0,1,0,0,0,0,0,324.866666666667,48.125,641.142857142857,0,0,0,0,0,0,8,385,7,4488,8192,75,7,20,316623,0,316623,316623,5638700,0,5638700,5638700,Normal,Normal
192.168.10.14-69.172.216.111-49719-443-6,192.168.10.14,49719,69.172.216.111,443,6,03/07/2017 09:06:43,15187,2,0,12,0,6,6,6,0,0,0,0,0,790.149469941397,131.691578323566,15187,0,15187,15187,15187,15187,0,15187,15187,0,0,0,0,0,0,0,0,0,40,0,131.691578323566,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Normal,Normal
172.16.0.1-192.168.10.50-54280-80-6,172.16.0.1,54280,192.168.10.50,80,6,5/7/2017 9:52,91,1,1,8,0,8,8,8,0,0,0,0,0,87912.08791,21978.02198,91,0,91,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,10989.01099,10989.01099,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8,8,0,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0,0,0,0,0,0,0,0,Attack,DOS slowloris
172.16.0.1-192.168.10.50-60444-80-6,172.16.0.1,60444,192.168.10.50,80,6,5/7/2017 10:06,3001621,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999459958,1500810.5,711583.4742,2003976,997645,3001621,1500810.5,711583.4742,2003976,997645,0,0,0,0,0,0,0,0,0,120,0,0.999459958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,Attack,DOS slowloris
172.16.0.1-192.168.10.50-41041-5825-6,172.16.0.1,41041,192.168.10.50,5825,6,7/7/2017 3:23,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-57692-80-6,172.16.0.1,57692,192.168.10.50,80,6,5/7/2017 9:58,3001465,3,0,0,0,0,0,0,0,0,0,0,0,0,0.999511905,1500732.5,711433.5676,2003792,997673,3001465,1500732.5,711433.5676,2003792,997673,0,0,0,0,0,0,0,0,0,120,0,0.999511905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0,0,0,0,0,0,0,0,Attack,DOS slowloris
172.16.0.1-192.168.10.50-55038-6007-6,172.16.0.1,55038,192.168.10.50,6007,6,7/7/2017 2:55,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-59529-2119-6,172.16.0.1,59529,192.168.10.50,2119,6,7/7/2017 2:53,73,1,1,2,6,2,2,2,0,6,6,6,0,109589.0411,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-59574-21-6,172.16.0.1,59574,192.168.10.50,21,6,4/7/2017 10:16,207,2,1,14,0,14,0,7,9.899494937,0,0,0,0,67632.85024,14492.75362,103.5,62.93250353,148,59,207,207,0,207,207,0,0,0,0,0,1,0,0,0,64,20,9661.835749,4830.917874,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-37826-80-6,172.16.0.1,37826,192.168.10.50,80,6,5/7/2017 11:13,18455256,2,0,0,0,0,0,0,0,0,0,0,0,0,0.108370212,18500000,0,18500000,18500000,18500000,18500000,0,18500000,18500000,0,0,0,0,0,0,0,0,0,64,0,0.108370212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0,0,0,0,18500000,0,18500000,18500000,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-34110-139-6,172.16.0.1,34110,192.168.10.50,139,6,7/7/2017 2:52,605,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16528.92562,4958.677686,302.5,362.7457787,559,46,605,605,0,605,605,0,0,0,0,0,0,0,0,0,44,24,3305.785124,1652.892562,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-55710-21-6,172.16.0.1,55710,192.168.10.50,21,6,4/7/2017 9:46,9500058,9,15,114,188,26,0,12.66666667,10.48808848,34,0,12.53333333,14.54975045,31.7892796,2.526300366,413046,1074738.87,3308869,3,6148250,768531.25,1422855.43,3197507,4,9499978,678569.8571,1326913.964,3308869,3,0,0,0,0,296,488,0.947362637,1.578937729,0,34,12.08,12.90322957,166.4933333,0,0,0,1,0,0,0,0,1,12.58333333,12.66666667,12.53333333,0,0,0,0,0,0,9,114,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-35412-1072-6,172.16.0.1,35412,192.168.10.50,1072,6,7/7/2017 2:55,67,1,1,0,6,0,0,0,0,6,6,6,0,89552.23881,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14925.37313,14925.37313,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-40508-80-6,172.16.0.1,40508,192.168.10.50,80,6,5/7/2017 11:17,10651158,9,5,275,11632,275,0,30.55555556,91.66666667,7288,0,2326.4,3351.290617,1117.906616,1.314411072,819319.8462,1800136.627,4999515,114,5651643,706455.375,1631665.996,4650972,199,9652135,2413033.75,2789484.509,5001457,194,0,0,0,0,304,168,0.844978546,0.469432526,0,7288,793.8,2114.729439,4472080.6,0,0,0,1,0,0,0,0,0,850.5,30.55555556,2326.4,0,0,0,0,0,0,9,275,5,11632,29200,235,1,32,0,0,0,0,0,0,0,0,Attack,DOS goldeneye
172.16.0.1-192.168.10.50-50860-22-6,172.16.0.1,50860,192.168.10.50,22,6,4/7/2017 2:55,13098094,23,31,2008,2745,640,0,87.30434783,136.3399611,976,0,88.5483871,223.315,362.8772247,4.122737247,247133.8491,676018.9262,2589304,3,11500000,523461.5455,975395.7266,2664911,398,13100000,436597.5333,856810.2666,2589304,3,0,0,0,0,744,1000,1.755980679,2.366756568,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,87.30434783,88.5483871,0,0,0,0,0,0,23,2008,31,2745,29200,247,16,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
172.16.0.1-192.168.10.50-64231-32-6,172.16.0.1,64231,192.168.10.50,32,6,7/7/2017 2:52,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-53440-80-6,172.16.0.1,53440,192.168.10.50,80,6,5/7/2017 9:48,547890,4,2,231,0,231,0,57.75,115.5,0,0,0,0,421.617478,10.95110332,109578,244538.1202,547021,70,547890,182630,315648.1014,547109,257,799,799,0,799,799,0,0,0,0,136,72,7.300735549,3.650367775,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,Attack,DOS slowloris
172.16.0.1-192.168.10.50-55804-21-6,172.16.0.1,55804,192.168.10.50,21,6,4/7/2017 9:47,3,2,0,14,0,14,0,7,9.899494937,0,0,0,0,4666666.667,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-53880-80-6,172.16.0.1,53880,192.168.10.50,80,6,5/7/2017 10:02,99999415,2,2,16,0,8,8,8,0,0,0,0,0,0.160000936,0.040000234,33300000,57700000,100000000,61,100000000,100000000,0,100000000,100000000,100000000,100000000,0,100000000,100000000,1,0,0,0,64,64,0.020000117,0.020000117,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,0,0,0,0,0,0,2,16,2,0,229,235,1,32,61,0,61,61,100000000,0,100000000,100000000,Attack,DOS slowloris
172.16.0.1-192.168.10.50-36448-8082-6,172.16.0.1,36448,192.168.10.50,8082,6,7/7/2017 2:52,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,Attack,Port Scan
172.16.0.1-192.168.10.50-55416-21-6,172.16.0.1,55416,192.168.10.50,21,6,4/7/2017 9:44,9428343,9,15,105,188,23,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,31.07651047,2.545516216,409927.9565,1065587.18,3260671,3,6388796,798599.5,1477912.482,3302750,48,9428218,673444.1429,1315475.232,3260671,3,0,0,0,0,296,488,0.954568581,1.590947635,0,34,11.72,12.60132268,158.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,Attack,FTP Bruteforce
172.16.0.1-192.168.10.50-51992-22-6,172.16.0.1,51992,192.168.10.50,22,6,4/7/2017 3:06,11937670,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,398.1513981,4.43972735,229570.5769,629109.0099,2591285,3,10500000,527123.85,936853.796,2653197,343,11900000,385082,781680.6348,2591285,3,0,0,0,0,680,1032,1.759137252,2.680590098,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,Attack,SSH Bruteforce
